text,translation,num_words,author,source,page,line
Lè ou wè i té bekté'w an tet,Quand il vous avait becqueté à la tête.,13,G. Mauvois,M. M.,80,22
Dépi ou bekté an pa lapot-la.,Dès que tu poses le bout du pied sur le seuil.,10,R. Confiant,M. F.,80,27
I té di nou té kay bekté jòdi-a.,Il avait dit qu’on ferait un bon repas aujourd’hui.,8,,,80,32
Manman'y li-menm té an bel kapistrel.,"Quant à sa mère, c'était une belle créature.",12,T. Léotin,L. L,80,38
"Bel ! Bel ! Woulé kon sa, zot ké trapé an ti lanmonné sanmdi ka vini a.",Bien ! bien ! Continuez à ce rythme vous recevrez un petit argent samedi,17,R. Confiant,Maris.,80,46
Mwen ka chanté Kan yo ka dansé bèlè.,Je chante lorsqu’ils dansent le bel-air.,12,F. Marbot,Bamb.,80,57
Ou sizé anlè malet-ou ka atann kon an bélévan.,Tu es assis sur ta mallette à attendre comme un pantin.,13,R. Confiant,Bitak.,80,61
Moun Bel-Fontenn abitié épi chalè.,Les gens de Belle-Fontaine sont habitués à la chaleur.,5,,,81,6
"Bélia-é, bwa mwen armé.","Refrain qui accompagne la danse du bélia et qui signifie ""O Bélia, mon bras est armé""",7,Monchoachi,K.L.,81,13
"Dépi vantrèdi rivé, sé ayen ki bèlot yo ka jwé.","Dès que le vendredi arrive, ils ne font que jouer à la belotte.",10,,,81,31
Koté belsè’w la ka rété atjèman ?,Où vit ta belle-sœur à présent ?,7,,,81,35
Sé bélié-a krazé kok-la.,Les béliers ont écrasé le coq.,11,J. Laurent et I. Césaire,C.M.A.,81,46
Mi i té vréyé Senga pou wè ki manniè Belzébit té ka bat.,Voilà qu'il avait envoyé Senga pour se rendre compte de la manière avec laquelle,19,R. Confiant,K. Y.,81,50
I téré lapo kabrit-la é i alé pran an bon ben.,Il enterra la peau de cabri et alla un prendre un bon bain.,16,M-Th. Lung-Fou,C. C.,81,55
Yo di mwen ti fi man Bèna a an sitiyasion.,On m'a dit que la fille de madame Bernard est enceinte.,16,R. Confiant,Maris.,82,11
Magré ben-démaré a Lowjina té mennen'y pwan nan tjè lanmè-a.,Après le bain désenvoûteur que Lorgina l'avait emmené prendre au beau milieu de la mer.,10,G-H. Léotin,M. L.,82,22
Sa ki batjé adan pòyò apré’y pa ni tan bénéfisié konsey enjéniè agwonom.,Ceux qui se sont embarqués dans la banane après lui n’ont pas pu bénéficier,13,R. Confiant,K. Y.,82,34
Sé té Blan ki té pati kité péyi-yo pou ay haché pétet koté Bénézwel.,Il s'agissait de Blancs qui avaient laissé leur pays pour trouver une autre existence,14,G-H. Léotin,M. L.,82,40
Ki zafè bengalo ésa ?,Qu’est ce que c’est que cette histoire de bungalow ?,8,V. Placoly,D.J.,82,47
"Tou sa ki té lé té pé vin pwan adan'y, alé fè'y béni.",Tous ceux qui le désiraient pouvaient en prendre une feuille afin de la faire bénir.,19,G-H. Léotin,M. L.,82,51
"Kouman ou sé lé i té rété épi an ravet bénitié, an chat anpézé ?","Comment auriez-vous voulu qu'il reste avec un cafard de bénitier, un chat empesé ?",21,M.-TH. Lung-Fou,P. D.,83,7
Man pa djè enmen benyen anlè lakot atlantik-la.,Je n’aime guère me baigner sur la côte atlantique.,8,,,83,18
Pa ni lontan moun Benyen-Milé ni lektrisité.,Il n’y a pas longtemps que les gens de la Baie des Mulets ont l’électricité.,7,,,83,22
Misié té toujou ni an béré nwè anlè tet-li.,Il avait toujours un béret noir sur la tête.,16,F. Kichenassamy,C. P. G.,83,26
Ou ka béré chak fey-la èvek pomad-la.,On beurre chaque feuille à l’aide de la pommade.,12,H. Atine,A. S. D.,83,31
"Tijan, mé sé nou ki responsab tout berjé-a ki la-a.","Ti Jean, mais c'est toi qui a la responsabilité de tous les bergers.",16,J. Laurent et I. Césaire,C.M.A.,83,37
"Pòté mwen, bersé mwen, karésé mwen !","Porte-moi, berce-moi, caresse-moi !",10,V. Placoly,D.J.,83,43
"Ou mandé mwen ban, man ba’w bersez.","Tu m’as demandé un banc, je t’ai donné une berceuse.",11,N. Rosette,O. L.N.,83,48
"E sé kon sa, i twouvé kò’y adan berso soley.",Et c'est ainsi qu'il se retrouva dans le berceau du soleil.,16,T. Léotin,L. L.,83,53
Sé pa ou ki ké bésé ba misié-a.,Ce n'est pas toi qui te baisseras pour ce monsieur.,13,G. Mauvois,Man Ch.,84,9
Sé la misié Fafay konstaté lanmen-an té bésé.,C’est à moment-là que monsieur Fafaille constata que la,12,R. Nazaire,Ti K.,84,14
Man Ana lolé sèviet-la adan bésin dlo cho a.,Madame Anna trempa la serviette dans la bassine d’eau chaude.,12,R. Confiant,Maris.,84,21
I menm paré pou mété télévizion ba bet-la !,Il est même prêt à installer la télévision pour l’animal !,12,D. Boukman,Déliv.,84,28
fè an moun wè ti bet :,vertes et des pas mûres,18,lit. faire quelqu'un voir de petites,bêtes,84,31
Ou pa té di mwen Wobè té bet kon sa.,Tu ne m’avais pas dit que Robert était aussi stupide.,10,,,84,37
bet a bondié,. coccinelle,3,,,84,39
A lè bet a fé té ka koumansé sòti,A l'heure où les lucioles commencent à sortir,15,F. Kichenassamy,C. P. G,84,44
Lafanmi kenkina désann mété chouval-bwa anlè laplas Bèten bod lanmè.,La famille Quinquina descendit installer un manège de chevaux de bois,10,I et H Cadoré,Chouv.,85,6
I ka fè’y fè bétiz.,Il lui fait faire des bêtises.,9,R. Confiant,M. F.,85,14
"Sé mwen ki an bétiz, doudou.","C'est moi qui suis dans la mauvaise passe, chérie.",12,G. Mauvois,M. M.,85,20
Man pa enmen neg ka bétizé.,Je n'aime pas les gens qui font des bêtises.,12,R. Confiant,K. Y.,85,25
Ou ka bétizé man ka espéré.,Tu plaisantes j’espère.,10,R. Confiant,Maris.,85,31
"An bétizè kon misié Mano taa, an-an !","Un plaisantin comme ce monsieur Mano, surtout pas !.",16,R. Confiant,J. D. D. B.,85,35
Adan péyi-taa ayen ki bétizri ki rété.,"Dans ce pays, il ne se produit plus que des bêtises.",13,V. Placoly,D. J.,85,39
"Bétjé-a, Dè Fabrik ki té non'y, té ni dé jenn tibray ki té sirè pasé ayen.","Le Béké, nommé de Fabrique, avait deux garçons fort turbulents.",16,R. Confiant,K. Y.,85,44
"Men lè sé té an Bétjé-Fwans, woch té ka pati adan an bat-zié.","Mais lorsqu’il s’agissait d’un Français, les pierres volaient en un rien de temps.",18,R. Confiant,Maris.,85,52
Té ni an Bétjé-griyav ki té jérè anlè bitasion-an.,Il y avait un Blanc créole pauvre qui était géreur de la plantation.,16,R. Confiant,K. Y.,85,57
Ayen ki bétjin yo ka vann bomaten-an.,On ne vend que des bécunes ce matin.,7,,,86,6
"Zikak, bet-lafiev, chimen wouj.","Icaques, bêtes-à-fièvre, chemins rouges.",7,F. Thaly,L.I.,86,21
Fok ou fè antansion pa bité anlè an bet-lonng.,Il faut faire attention à ne pas buter sur un serpent.,13,R. Confiant,Maris.,86,27
Man pòkò pé konpwann ki manniè Chal ped ta'y la betman kon sa.,Je n'arrive toujours pas à comprendre comment Charles est mort aussi bêtement.,19,H. Bartéléry,T. A.,86,31
Zékal-li an béton.,Sa carapace est en béton.,7,J-F. Liénafa,Y. S.R.,86,35
Ki tan yo ké sispann bétonnen tè agrikol Matinik ?,Quand cessera-t-on de bétonner les terres agricoles de la Martinique ?,10,,,86,39
Yo koumansé bétonnaj-la pa koté si-zè bomaten-an.,Ils ont commencé le bétonnage vers six heures ce matin,7,,,86,43
Lwé an bétonniè ka kouté konmen ?,Combien coûte la location d’une bétonnière.,7,,,86,47
Man té ké lé sav ki bi André ni an lavi’y.,J’aurais aimé savoir quel but André a dans la vie.,11,,,87,7
Etjip-zot la matjé dé bi anlè ta nou-an.,Votre équipe a marqué deux buts contre la nôtre.,8,,,87,13
"Monet, gran bibich té ka maché kon an bourik...","Monette, grande bringue qui marchait comme une bourrique...",14,J-M. Rosier,Lk.,87,26
Majòdom-la mennen'y dan bibiyotek-la.,Le majordome la conduisit dans la bibliothèque.,12,I et H. Cadoré,Avril.,87,30
Pa rété let adan bibon ti sè’w la.,Il n’y a plus de lait dans le biberon de ta sœur.,8,,,87,42
I ni pi gran bich tè Mòn Karaben.,Il possède le plus gros morceau de terre du Morne Carabin.,15,R. Confiant,K. Y.,87,49
Met-lékol-la fè yo sanblé bichet pou fè an sèvolan.,Le maître d’école leur a fait rassembler des buchettes pour faire un cerf-volant.,9,,,87,54
Gouvènman té voyé san ven bichwon pou yo té koupé pié koubari-a.,Le gouvernement avait envoyé cent vingt bûcherons afin de couper le courbaril.,12,J. Césaire,C.N.J.,87,58
Isalop-la pwopté pié’y adan bidé-a.,Le salaud a nettoyé ses pieds dans le bidet.,5,,,88,3
"Rez-di-bonnè, bidet-tala ké voyé lang kréyol la ek lespri moun alé lwen.","Heureusement, ce coup gagnant propulsera et la langue créole et les mentalités.",12,J. Massolin,N. K. M.,88,8
"Mésié, zot wè bidim kay-la Bétjé-a ka fè la a?","Messieurs, avez-vous vu l'énorme maison que construit le blanc créole ?",14,C. Boulard,Beaur.,88,15
Vè-a tonbé bidim atè-a.,Le verre est tombé en faisant un grand bruit.,4,,,88,22
Mé misié démanti vitman pou di pies lajan-anba-tab pa vini anlè pies bidjé.,Mais il s'est empressé de démentir que des pots de vin soient venus gonfler le budget.,13,Jid,Ant. n° 1197,88,26
"Yo ka dansé, bidjiné an salon.","Ils dansent, se livrent à des biguines au salon.",13,G. de Vassoigne,M.N.,88,45
Lanmou sé an bagay ki bidjoul.,L'amour est quelque chose de mignon..,12,R. Confiant,Bitak.,88,49
Sé kon bido dan légliz-la ka mété an toufwa lè an bouji-limen pou tjwé'y.,C'est comme le bedeau qui a l'église met un étouffoir sur la bougie afin de l'éteindre.,14,M. Elisée-Désir,T. M. B. C.,88,53
Bidon plen fwi konfi.,Des bidons pleins de fruits confits.,10,M. Lebielle,F. N.,88,60
Yo ka di Jéra sé on bidonnè.,"Ils disent de Gérard, qu’il est un bidonneur.",7,,,89,4
Ou two bièbiè !,Tu es trop sot,9,"R. Confiant,. K.",Y,89,10
"San ou antann ou, biel-ou, biel-ou ka koulé.","Sans que vous vous y attendiez, votre bielle, votre bielle se met à couler.",14,G. Mauvois,Ov.,89,17
"Wi, sa pasé bien toubannman.","Oui, cela s’est très bien passé.",9,R. confiant,M. F.,89,23
"Jadinié-a pé ké fè'w ayen, sé pou bien'w i la !","Le jardinier ne te fera rien, il est là pour ton bien !",18,M. Houdin,K. Y.,89,28
I kon si man sòti bien lwen.,Comme si j'étais sortie bien loin.,14,G. Mauvois,M. M.,89,34
Lanmè-a ki bien-délè té kon an mové manman li-menm tou.,La mer elle-même qui bien souvent ressemblait aussi à une marâtre.,15,G-H. Léotin,L. L.,89,41
Sé bienfè i ka vini pòté ba’w ?,Il vient vous apporter son bienfait ?,13,R. Confiant,M. F.,89,45
Bel pawol-li té ka kontinié bienkonmifoman.,Ses belles paroles continuaient sans anicroches.,12,T. Léotin,L. E.,89,49
Sélia té bienéré.,Célia était bienheureuse.,10,I. et H. Cadoré,C.S.,89,53
"Asiz an péyi-ya, bouden plen, tjou biennez.","Installés dans le pays, le ventre repu, le cul bien à l’aise.",12,Joby Bernabé,Konm.,89,57
"A sipozé, an chimen, i tonbé asou an biftek, an mitan lari, i pa key soté asou'y blip.","Supposons qu'en chemin, il tombe sur un bifteck, il ne se jettera pas dessus.",18,G. Mauvois,K.L.K.,90,5
"I té ka kouri sitelman vit, i tonbé bigidi atè-a.",Il courait si vite qu’il est tombé avec fracas.,10,,,90,13
San pon kalté régrétans ka vini bigidi lespri-mwen.,Sans que le moindre regret ne me frappe l'esprit.,13,R. Confiant,Bitak.,90,21
I té ka rivé épi bigoudi’y nan chivé’y.,"Elle arrivait, des bigoudis dans les cheveux.",11,R. Confiant,Maris.,90,27
"I pa té ni lajan, i pa té ni bel bijou non pli.","Elle n’avait pas d’argent, ni de beaux bijoux.",16,F. Kichenassamy,C.D.D.,90,31
Man té ka mandé kò-mwen sa i té ka genyen adan liennay mwen épi bijoutié-a.,Je me demandais ce qu’il gagnait à mon alliance avec le bijoutier.,15,R. Confiant,K. Y.,90,35
"Ti fi-a, sa ou ka fè la douvan vitrin bijoutié-a ?","Petite fille, que fais-tu donc devant la vitrine du bijoutier ?",15,N. Rosette,O. L.N.,90,40
Dépi man antré an kay-la ; zié’y ka bik asou mwen.,"Depuis que je suis entrée dans la maison, ses yeux se sont fixés sur moi.",14,G. Mauvois,Ov.,90,46
"Fey-la té djé, i té ka rimen anba bik-la.","La feuille était gaie, elle remuait sous l'effet du bic.",15,J-F. Liénafa,M. M.,90,52
Man pa wè a ki lè bildozè-a maté adan ravin-la.,Je n’ai pas vu à quel moment le bulldozer a chaviré dans le ravin.,10,,,91,3
Ou kontan ou mété nou adan bililik-tala ?,Tu es fier de nous avoir mis dans cette situation inextricable ?,8,,,91,9
"Ou menm lan, manman, ou an menm bililik-la.","Toi aussi, maman, tu baignes dans les mêmes sottises.",13,G. Mauvois M.,M.,91,14
Yo té blijé viré konté tout sé bilten-an.,Ils furent contraint de recompter tous les bulletins.,8,,,91,20
Loto-a anni konyen bayè-a bim.,La voiture a brutalement cogné la barrière.,5,,,91,28
Pis yo ké bimé tou sa.,Puisqu'ils abîmeront tout cela.,9,L. Hearn,T.F.B.C.,91,32
Yo bimen li kon lanbi.,Ils l'ont battu comme un lambi.,10,F. Marbot,Bamb.,91,41
I fésé sak-li atè-a bip.,Il a jeté brusquement son sac par terre.,5,,,91,47
Ki manniè ou ka fè pou sòti épi an fanm bip kon sa ?,Comment fais-tu pour sortir avec une femme aussi rustre ?,14,,,91,53
"Lè sé neg Mòn Pijwen an wè sé Filomèn yo té ka bipé, yo sispann konyen.",Quand  les habitants du Morne Pichevin  se rendirent compte qu’ils étaient en train de brutaliser,16,R. Confiant,Maris.,91,57
Yonn té ni an biren épi an mawto.,L’un d’eux avait un burin et un marteau.,12,I. Césaire,Contes N.J.,91,63
Yo mandé bisé chanté-a men i té za las twop.,On lui a demandé de chanter la chanson une deuxième fois mais il était déjà trop fatigué.,10,,,92,18
Anlo moun mandé mwen bisé’y mòso-a.,Beaucoup de gens me demandèrent de rejouer le morceau.,6,,,92,24
I pwan bisiklet-li épi i pati.,Il prit sa bicyclette et s’en alla.,10,I. Césaire,Contes N.J.,92,51
Mi bel bistié ou ni a.,Quel joli bustier tu as.,6,,,92,56
"Rimatiz, artwoz, kout bistouri.","Rhumatismes, arthrose, coups de bistouri.",12,J-F. Liénafa,Y. S.R.,92,60
Misié té ka alé pòté lajan’y adan tout bistwo.,Il allait dépenser son argent dans tous les bistrots.,17,F. Kichenassamy,C. P. G.,93,6
I té tou pòtré an bitako.,Il avait tout l’air d’un campagnard.,17,R. Confiant,Maris,93,10
Men mi latè bitasion ka pri difé.,Mais voilà que s'embrase la terre des plantations.,13,Monchoachi,K.L,93,17
"Anlè lawout-li, i ka bité anlè sé montàn-la.","Sur sa route, il bute contre les montagnes.",16,S. Restog,Lamétéo.,93,22
I ka ladjé tibwen latè anlè bek bet-la pou i sa bitié kò’y épi lodè larenn-lan.,Il verse un peu de terre sur le bec de la bête afin qu’elle s’habitue à l’odeur  de l’arène.,16,R. Confiant,K.Y.,93,33
Adan an péyi bitjoumakwenn yo té ka kriyé Walélé.,Dans un pays très éloigné appelé Walélé.,12,F. Kichenassamy,C.P.G.,93,41
Yo pres pa ka vann biva ankò adan sé livannri-a.,On ne vend presque plus de buvards dans les librairies.,10,,,93,46
Yo ka kriyé mwen « bon bivè ».,On m’appelle « le bon buveur ».,12,I. Césaire,C. N.J.,93,50
Sé biwo-a man ka respekté.,C'est le bureau que je respecte.,10,G. Mauvois,M.M.,93,55
Mè-a pa jenmen fè ayen pou goumen kont biwokrasi’y.,Le maire n’a jamais rien fait pour lutter contre sa bureaucratie.,9,,,94,3
Ki manniè ou lé an biwoktrat kon Michel konpwann sitiyasion-nou ?,Comment veux-tu qu’un bureaucrate comme Michel comprenne notre,11,,,94,7
Sé pa an biyé ki chapé tonbé ?,Un billet n'est-il pas tombé par terre ?,14,G. Mauvois,M. M.,94,12
"Lè i risivwè biyé-lantèman an, i pa pléré.","Quand il reçut l’avis de décès, il ne pleura pas.",8,,,94,16
Sé té biyo'y.,C'était son billot.,8,T. Léotin,L.L.,94,20
Yo té pou mété an biz an kannal-tala.,Ils auraient dû mettre une buse dans ce canal.,8,,,94,26
Sé té lespri'y ki té vini antré dan an rev biza.,C’était son esprit qui venait de s'embarquer dans un rêve bizarre.,15,F. Kichenassamy,C.P.G.,94,30
Man pa ni tan konnet bizayel-mwen.,Je n’ai pas eu le temps de connaître mes bisaïeux.,6,,,94,34
Milat-la té an bizbiz épi bétjé.,Le mulâtre était en bisbille avec les blancs créoles.,9,Monchoachi,K.L,94,38
Wozalien té ka plen an bizbonm i té ni.,Rosalien remplissait un haut de forme qu’il possédait.,14,R. Confiant,K.Y.,94,42
"Adan kartié-zot la, sé la yo ka jwenn plis biznésè.",C’est dans votre quartier que l’on rencontre le plus de trafiquants.,10,,,94,48
Anfwa bouch-ou bat pou di ou sé moun Bizoden...,Dès que vous avez ouvert la bouche pour dire que vous êtes originaire de Bezaudin...,17,J. Massolin,N. K. M.,94,54
Man tan blablataj.,J'ai entendu du bla-bla-bla.,10,T. Léotin,L. E.,95,11
Sé o pli blablaté épi bétizé.,C'est à qui parlera le plus pour ne rien dire et fainéantera.,12,G-H. Léotin,M. V.,95,15
Nous dwet rété ka bladjé.,Nous aurons du rester blaguer.,8,S. Beckett,L.K.G.,95,21
"Odjis two bladjè, fok nou ba'y an lison.","Auguste est trop blagueur, il faut que nous lui donnions une leçon.",12,F. Kichenassamy,C.P.G.,95,27
Man pa jenmen jwen an boug ki pli bladjè ki Joj.,Je n’ai jamais rencontré quelqu’un d’aussi blagueur que Georges.,11,,,95,33
Sé kon an bel blag yo ka rakonté’w toulong.,C’est comme une bonne blague qu’on vous raconte sans arrêt.,12,S. Beckett,J.B.,95,45
Ou ké séré an blag kaka-a.,Tu te cacheras dans les intestins.,13,J. Laurent et I. Césaire,C.M.A.,95,49
Man ké séré an blag pisa-a.,Je me cacherai dans la vessie.,13,J. Laurent et I. Césaire,C.M.A.,95,54
Ki ka anni plen chak lè èvè on détres blakbol.,Qui remplit chaque heure d'une détresse insouciante.,14,R. Confiant,J.D.D.B.,95,59
Men kon i blan i pa oblijé sav isia ni anlo neg ki esklav.,Mais comme il est blanc il n’est pas obligé de savoir qu’ici il y a beaucoup de nègres qui sont,14,G. de  Vassoigne,M.N.,96,4
Misié vansé douvan anlè chouval blan'y.,L'homme s'avança sur son cheval blanc.,10,F. Kichenassamy,C.P.G.,96,11
Ou asou tè-mwen é mwen kay manjé’w a lasos blanch.,Tu es sur mes terres et je vais te manger à la sauce blanche.,14,M-Th. Lung-Fou,C. C.,96,18
Lapo’y té ni an ti koulè blanchat.,Sa peau avait une couleur blanchâtre.,7,,,96,25
Tout chivé'w poko blanchi.,Tous vos cheveux n'ont pas encore blanchi.,11,M.-TH. Lung-Fou,P. D.,96,31
I pa jenmen antré adan blanchisri-a.,Il n’est jamais entré dans la blanchisserie.,6,,,96,52
